bus_id,vehicle_id,trip_id,route_id,partenza_sec,arrivo_sec,partenza,arrivo,durata_min
7,BUS7,LINEA_03_A_25200,LINEA_03,25200,27929,07:00:00,07:45:29,45
7,BUS7,LINEA_03_A_28800,LINEA_03,28800,31529,08:00:00,08:45:29,45
7,BUS7,LINEA_03_A_32400,LINEA_03,32400,35129,09:00:00,09:45:29,45
7,BUS7,LINEA_03_A_36000,LINEA_03,36000,38729,10:00:00,10:45:29,45
7,BUS7,LINEA_03_A_39600,LINEA_03,39600,42329,11:00:00,11:45:29,45
7,BUS7,LINEA_03_A_43200,LINEA_03,43200,45929,12:00:00,12:45:29,45
7,BUS7,LINEA_03_A_46800,LINEA_03,46800,49529,13:00:00,13:45:29,45
7,BUS7,LINEA_03_A_50400,LINEA_03,50400,53129,14:00:00,14:45:29,45
7,BUS7,LINEA_03_A_54000,LINEA_03,54000,56729,15:00:00,15:45:29,45
7,BUS7,LINEA_03_A_57600,LINEA_03,57600,60329,16:00:00,16:45:29,45
7,BUS7,LINEA_03_A_61200,LINEA_03,61200,63929,17:00:00,17:45:29,45
7,BUS7,LINEA_03_A_64800,LINEA_03,64800,67529,18:00:00,18:45:29,45
7,BUS7,LINEA_03_A_68400,LINEA_03,68400,71129,19:00:00,19:45:29,45
7,BUS7,LINEA_03_A_72000,LINEA_03,72000,74729,20:00:00,20:45:29,45
7,BUS7,LINEA_03_A_75600,LINEA_03,75600,78329,21:00:00,21:45:29,45
7,BUS7,LINEA_03_A_79200,LINEA_03,79200,81929,22:00:00,22:45:29,45
7,BUS7,LINEA_03_A_82800,LINEA_03,82800,85529,23:00:00,23:45:29,45
8,BUS8,LINEA_03_A_23400,LINEA_03,23400,26129,06:30:00,07:15:29,45
8,BUS8,LINEA_03_A_27000,LINEA_03,27000,29729,07:30:00,08:15:29,45
8,BUS8,LINEA_03_A_30600,LINEA_03,30600,33329,08:30:00,09:15:29,45
8,BUS8,LINEA_03_A_34200,LINEA_03,34200,36929,09:30:00,10:15:29,45
8,BUS8,LINEA_03_A_37800,LINEA_03,37800,40529,10:30:00,11:15:29,45
8,BUS8,LINEA_03_A_41400,LINEA_03,41400,44129,11:30:00,12:15:29,45
8,BUS8,LINEA_03_A_45000,LINEA_03,45000,47729,12:30:00,13:15:29,45
8,BUS8,LINEA_03_A_48600,LINEA_03,48600,51329,13:30:00,14:15:29,45
8,BUS8,LINEA_03_A_52200,LINEA_03,52200,54929,14:30:00,15:15:29,45
8,BUS8,LINEA_03_A_55800,LINEA_03,55800,58529,15:30:00,16:15:29,45
8,BUS8,LINEA_03_A_59400,LINEA_03,59400,62129,16:30:00,17:15:29,45
8,BUS8,LINEA_03_A_63000,LINEA_03,63000,65729,17:30:00,18:15:29,45
8,BUS8,LINEA_03_A_66600,LINEA_03,66600,69329,18:30:00,19:15:29,45
8,BUS8,LINEA_03_A_70200,LINEA_03,70200,72929,19:30:00,20:15:29,45
8,BUS8,LINEA_03_A_73800,LINEA_03,73800,76529,20:30:00,21:15:29,45
8,BUS8,LINEA_03_A_77400,LINEA_03,77400,80129,21:30:00,22:15:29,45
8,BUS8,LINEA_03_A_81000,LINEA_03,81000,83729,22:30:00,23:15:29,45
9,BUS9,LINEA_04_A_21600,LINEA_04,21600,22433,06:00:00,06:13:53,13
9,BUS9,LINEA_04_R_23400,LINEA_04_R,23400,24233,06:30:00,06:43:53,13
9,BUS9,LINEA_04_A_25200,LINEA_04,25200,26033,07:00:00,07:13:53,13
9,BUS9,LINEA_04_R_27000,LINEA_04_R,27000,27833,07:30:00,07:43:53,13
9,BUS9,LINEA_04_A_28800,LINEA_04,28800,29633,08:00:00,08:13:53,13
9,BUS9,LINEA_04_R_30600,LINEA_04_R,30600,31433,08:30:00,08:43:53,13
9,BUS9,LINEA_04_A_32400,LINEA_04,32400,33233,09:00:00,09:13:53,13
9,BUS9,LINEA_04_R_34200,LINEA_04_R,34200,35033,09:30:00,09:43:53,13
9,BUS9,LINEA_04_A_36000,LINEA_04,36000,36833,10:00:00,10:13:53,13
9,BUS9,LINEA_04_R_37800,LINEA_04_R,37800,38633,10:30:00,10:43:53,13
9,BUS9,LINEA_04_A_39600,LINEA_04,39600,40433,11:00:00,11:13:53,13
9,BUS9,LINEA_04_R_41400,LINEA_04_R,41400,42233,11:30:00,11:43:53,13
9,BUS9,LINEA_04_A_43200,LINEA_04,43200,44033,12:00:00,12:13:53,13
9,BUS9,LINEA_04_R_45000,LINEA_04_R,45000,45833,12:30:00,12:43:53,13
9,BUS9,LINEA_04_A_46800,LINEA_04,46800,47633,13:00:00,13:13:53,13
9,BUS9,LINEA_04_R_48600,LINEA_04_R,48600,49433,13:30:00,13:43:53,13
9,BUS9,LINEA_04_A_50400,LINEA_04,50400,51233,14:00:00,14:13:53,13
9,BUS9,LINEA_04_R_52200,LINEA_04_R,52200,53033,14:30:00,14:43:53,13
9,BUS9,LINEA_04_A_54000,LINEA_04,54000,54833,15:00:00,15:13:53,13
9,BUS9,LINEA_04_R_55800,LINEA_04_R,55800,56633,15:30:00,15:43:53,13
9,BUS9,LINEA_04_A_57600,LINEA_04,57600,58433,16:00:00,16:13:53,13
9,BUS9,LINEA_04_R_59400,LINEA_04_R,59400,60233,16:30:00,16:43:53,13
9,BUS9,LINEA_04_A_61200,LINEA_04,61200,62033,17:00:00,17:13:53,13
9,BUS9,LINEA_04_R_63000,LINEA_04_R,63000,63833,17:30:00,17:43:53,13
9,BUS9,LINEA_04_A_64800,LINEA_04,64800,65633,18:00:00,18:13:53,13
9,BUS9,LINEA_04_R_66600,LINEA_04_R,66600,67433,18:30:00,18:43:53,13
9,BUS9,LINEA_04_A_68400,LINEA_04,68400,69233,19:00:00,19:13:53,13
9,BUS9,LINEA_04_R_70200,LINEA_04_R,70200,71033,19:30:00,19:43:53,13
9,BUS9,LINEA_04_A_72000,LINEA_04,72000,72833,20:00:00,20:13:53,13
9,BUS9,LINEA_04_R_73800,LINEA_04_R,73800,74633,20:30:00,20:43:53,13
9,BUS9,LINEA_04_A_75600,LINEA_04,75600,76433,21:00:00,21:13:53,13
9,BUS9,LINEA_04_R_77400,LINEA_04_R,77400,78233,21:30:00,21:43:53,13
9,BUS9,LINEA_04_A_79200,LINEA_04,79200,80033,22:00:00,22:13:53,13
9,BUS9,LINEA_04_R_81000,LINEA_04_R,81000,81833,22:30:00,22:43:53,13
9,BUS9,LINEA_04_A_82800,LINEA_04,82800,83633,23:00:00,23:13:53,13
9,BUS9,LINEA_04_R_84600,LINEA_04_R,84600,85433,23:30:00,23:43:53,13
10,BUS10,LINEA_04_A_23400,LINEA_04,23400,24233,06:30:00,06:43:53,13
10,BUS10,LINEA_04_R_25200,LINEA_04_R,25200,26033,07:00:00,07:13:53,13
10,BUS10,LINEA_04_A_27000,LINEA_04,27000,27833,07:30:00,07:43:53,13
10,BUS10,LINEA_04_R_28800,LINEA_04_R,28800,29633,08:00:00,08:13:53,13
10,BUS10,LINEA_04_A_30600,LINEA_04,30600,31433,08:30:00,08:43:53,13
10,BUS10,LINEA_04_R_32400,LINEA_04_R,32400,33233,09:00:00,09:13:53,13
10,BUS10,LINEA_04_A_34200,LINEA_04,34200,35033,09:30:00,09:43:53,13
10,BUS10,LINEA_04_R_36000,LINEA_04_R,36000,36833,10:00:00,10:13:53,13
10,BUS10,LINEA_04_A_37800,LINEA_04,37800,38633,10:30:00,10:43:53,13
10,BUS10,LINEA_04_R_39600,LINEA_04_R,39600,40433,11:00:00,11:13:53,13
10,BUS10,LINEA_04_A_41400,LINEA_04,41400,42233,11:30:00,11:43:53,13
10,BUS10,LINEA_04_R_43200,LINEA_04_R,43200,44033,12:00:00,12:13:53,13
10,BUS10,LINEA_04_A_45000,LINEA_04,45000,45833,12:30:00,12:43:53,13
10,BUS10,LINEA_04_R_46800,LINEA_04_R,46800,47633,13:00:00,13:13:53,13
10,BUS10,LINEA_04_A_48600,LINEA_04,48600,49433,13:30:00,13:43:53,13
10,BUS10,LINEA_04_R_50400,LINEA_04_R,50400,51233,14:00:00,14:13:53,13
10,BUS10,LINEA_04_A_52200,LINEA_04,52200,53033,14:30:00,14:43:53,13
10,BUS10,LINEA_04_R_54000,LINEA_04_R,54000,54833,15:00:00,15:13:53,13
10,BUS10,LINEA_04_A_55800,LINEA_04,55800,56633,15:30:00,15:43:53,13
10,BUS10,LINEA_04_R_57600,LINEA_04_R,57600,58433,16:00:00,16:13:53,13
10,BUS10,LINEA_04_A_59400,LINEA_04,59400,60233,16:30:00,16:43:53,13
10,BUS10,LINEA_04_R_61200,LINEA_04_R,61200,62033,17:00:00,17:13:53,13
10,BUS10,LINEA_04_A_63000,LINEA_04,63000,63833,17:30:00,17:43:53,13
10,BUS10,LINEA_04_R_64800,LINEA_04_R,64800,65633,18:00:00,18:13:53,13
10,BUS10,LINEA_04_A_66600,LINEA_04,66600,67433,18:30:00,18:43:53,13
10,BUS10,LINEA_04_R_68400,LINEA_04_R,68400,69233,19:00:00,19:13:53,13
10,BUS10,LINEA_04_A_70200,LINEA_04,70200,71033,19:30:00,19:43:53,13
10,BUS10,LINEA_04_R_72000,LINEA_04_R,72000,72833,20:00:00,20:13:53,13
10,BUS10,LINEA_04_A_73800,LINEA_04,73800,74633,20:30:00,20:43:53,13
10,BUS10,LINEA_04_R_75600,LINEA_04_R,75600,76433,21:00:00,21:13:53,13
10,BUS10,LINEA_04_A_77400,LINEA_04,77400,78233,21:30:00,21:43:53,13
10,BUS10,LINEA_04_R_79200,LINEA_04_R,79200,80033,22:00:00,22:13:53,13
10,BUS10,LINEA_04_A_81000,LINEA_04,81000,81833,22:30:00,22:43:53,13
10,BUS10,LINEA_04_R_82800,LINEA_04_R,82800,83633,23:00:00,23:13:53,13
11,BUS11,LINEA_05_A_21600,LINEA_05,21600,23063,06:00:00,06:24:23,24
11,BUS11,LINEA_05_R_23400,LINEA_05_R,23400,24863,06:30:00,06:54:23,24
11,BUS11,LINEA_05_A_25200,LINEA_05,25200,26663,07:00:00,07:24:23,24
11,BUS11,LINEA_05_R_27000,LINEA_05_R,27000,28463,07:30:00,07:54:23,24
11,BUS11,LINEA_05_A_28800,LINEA_05,28800,30263,08:00:00,08:24:23,24
11,BUS11,LINEA_05_R_30600,LINEA_05_R,30600,32063,08:30:00,08:54:23,24
11,BUS11,LINEA_05_A_32400,LINEA_05,32400,33863,09:00:00,09:24:23,24
11,BUS11,LINEA_05_R_34200,LINEA_05_R,34200,35663,09:30:00,09:54:23,24
11,BUS11,LINEA_05_A_36000,LINEA_05,36000,37463,10:00:00,10:24:23,24
11,BUS11,LINEA_05_R_37800,LINEA_05_R,37800,39263,10:30:00,10:54:23,24
11,BUS11,LINEA_05_A_39600,LINEA_05,39600,41063,11:00:00,11:24:23,24
11,BUS11,LINEA_05_R_41400,LINEA_05_R,41400,42863,11:30:00,11:54:23,24
11,BUS11,LINEA_05_A_43200,LINEA_05,43200,44663,12:00:00,12:24:23,24
11,BUS11,LINEA_05_R_45000,LINEA_05_R,45000,46463,12:30:00,12:54:23,24
11,BUS11,LINEA_05_A_46800,LINEA_05,46800,48263,13:00:00,13:24:23,24
11,BUS11,LINEA_05_R_48600,LINEA_05_R,48600,50063,13:30:00,13:54:23,24
11,BUS11,LINEA_05_A_50400,LINEA_05,50400,51863,14:00:00,14:24:23,24
11,BUS11,LINEA_05_R_52200,LINEA_05_R,52200,53663,14:30:00,14:54:23,24
11,BUS11,LINEA_05_A_54000,LINEA_05,54000,55463,15:00:00,15:24:23,24
11,BUS11,LINEA_05_R_55800,LINEA_05_R,55800,57263,15:30:00,15:54:23,24
11,BUS11,LINEA_05_A_57600,LINEA_05,57600,59063,16:00:00,16:24:23,24
11,BUS11,LINEA_05_R_59400,LINEA_05_R,59400,60863,16:30:00,16:54:23,24
11,BUS11,LINEA_05_A_61200,LINEA_05,61200,62663,17:00:00,17:24:23,24
11,BUS11,LINEA_05_R_63000,LINEA_05_R,63000,64463,17:30:00,17:54:23,24
11,BUS11,LINEA_05_A_64800,LINEA_05,64800,66263,18:00:00,18:24:23,24
11,BUS11,LINEA_05_R_66600,LINEA_05_R,66600,68063,18:30:00,18:54:23,24
11,BUS11,LINEA_05_A_68400,LINEA_05,68400,69863,19:00:00,19:24:23,24
11,BUS11,LINEA_05_R_70200,LINEA_05_R,70200,71663,19:30:00,19:54:23,24
11,BUS11,LINEA_05_A_72000,LINEA_05,72000,73463,20:00:00,20:24:23,24
11,BUS11,LINEA_05_R_73800,LINEA_05_R,73800,75263,20:30:00,20:54:23,24
11,BUS11,LINEA_05_A_75600,LINEA_05,75600,77063,21:00:00,21:24:23,24
11,BUS11,LINEA_05_R_77400,LINEA_05_R,77400,78863,21:30:00,21:54:23,24
11,BUS11,LINEA_05_A_79200,LINEA_05,79200,80663,22:00:00,22:24:23,24
11,BUS11,LINEA_05_R_81000,LINEA_05_R,81000,82463,22:30:00,22:54:23,24
11,BUS11,LINEA_05_A_82800,LINEA_05,82800,84263,23:00:00,23:24:23,24
11,BUS11,LINEA_05_R_84600,LINEA_05_R,84600,86063,23:30:00,23:54:23,24
12,BUS12,LINEA_05_A_23400,LINEA_05,23400,24863,06:30:00,06:54:23,24
12,BUS12,LINEA_05_R_25200,LINEA_05_R,25200,26663,07:00:00,07:24:23,24
12,BUS12,LINEA_05_A_27000,LINEA_05,27000,28463,07:30:00,07:54:23,24
12,BUS12,LINEA_05_R_28800,LINEA_05_R,28800,30263,08:00:00,08:24:23,24
12,BUS12,LINEA_05_A_30600,LINEA_05,30600,32063,08:30:00,08:54:23,24
12,BUS12,LINEA_05_R_32400,LINEA_05_R,32400,33863,09:00:00,09:24:23,24
12,BUS12,LINEA_05_A_34200,LINEA_05,34200,35663,09:30:00,09:54:23,24
12,BUS12,LINEA_05_R_36000,LINEA_05_R,36000,37463,10:00:00,10:24:23,24
12,BUS12,LINEA_05_A_37800,LINEA_05,37800,39263,10:30:00,10:54:23,24
12,BUS12,LINEA_05_R_39600,LINEA_05_R,39600,41063,11:00:00,11:24:23,24
12,BUS12,LINEA_05_A_41400,LINEA_05,41400,42863,11:30:00,11:54:23,24
12,BUS12,LINEA_05_R_43200,LINEA_05_R,43200,44663,12:00:00,12:24:23,24
12,BUS12,LINEA_05_A_45000,LINEA_05,45000,46463,12:30:00,12:54:23,24
12,BUS12,LINEA_05_R_46800,LINEA_05_R,46800,48263,13:00:00,13:24:23,24
12,BUS12,LINEA_05_A_48600,LINEA_05,48600,50063,13:30:00,13:54:23,24
12,BUS12,LINEA_05_R_50400,LINEA_05_R,50400,51863,14:00:00,14:24:23,24
12,BUS12,LINEA_05_A_52200,LINEA_05,52200,53663,14:30:00,14:54:23,24
